caseid,policy_gun,policy_cappun,policy_pot,policy_prostitute,policy_healthcare,policy_taxcut,policy_affect,policy_nuke,policy_warming,policy_draft,pk_house,pk_senate,pk_ag,pk_senleader,pk_justice,pk_override,pk_nominate,pk_term,pk_conservparty,birthyr,gender,pid7,pid3_t,pid3,race,race_other,educ,marstat,employ,employ_t,pew_bornagain,pew_religimp,pew_churatd,pew_prayer,religpew,religpew_t,religpew_protestant,ideo5,newsint,faminc,votereg,inputstate
152674965,4,3,6,5,5,4,4,4,5,4,8,1,4,1,5,2,1,4,2,1958,1,2,__NA__,1,2,__NA__,3,1,1,__NA__,2,2,5,4,1,__NA__,3,2,1,11,1,51
152684071,6,5,1,1,6,6,8,6,6,1,2,1,4,1,1,1,1,1,2,1953,2,1,__NA__,1,2,__NA__,2,3,1,__NA__,1,1,2,1,1,__NA__,6,2,1,2,1,36
152684117,4,4,6,6,6,6,4,4,4,6,1,1,2,2,4,2,1,4,2,1953,1,1,__NA__,1,1,__NA__,1,1,5,__NA__,2,4,6,7,9,__NA__,99,1,1,7,1,55
152686330,5,1,6,3,6,6,6,1,4,1,2,1,2,1,2,2,1,4,2,1989,2,2,__NA__,1,2,__NA__,4,5,1,__NA__,2,2,4,5,11,__NA__,99,1,2,97,1,48
152714904,5,1,6,6,6,6,4,2,5,2,2,2,4,1,5,1,1,4,2,1951,1,2,__NA__,1,1,__NA__,2,5,6,__NA__,2,4,6,6,11,__NA__,99,3,1,1,1,9
152716582,4,1,1,1,6,3,5,2,5,1,2,1,4,2,5,2,1,1,2,1990,1,2,__NA__,1,2,__NA__,5,5,4,__NA__,1,1,1,2,1,__NA__,6,3,3,4,1,37
152720412,6,4,6,4,6,6,4,1,6,2,2,1,4,2,5,2,1,4,2,1960,2,1,__NA__,1,1,__NA__,3,5,1,__NA__,2,3,5,6,1,__NA__,4,2,1,4,1,48
152722916,4,2,6,6,6,6,6,5,5,1,2,1,4,2,4,2,1,4,2,1990,1,1,__NA__,1,1,__NA__,5,5,8,__NA__,2,4,6,7,9,__NA__,99,1,1,2,1,6
152735540,1,6,6,6,6,6,6,6,6,6,2,1,1,1,2,3,1,1,2,1983,1,1,__NA__,1,3,__NA__,5,1,2,__NA__,2,4,6,7,9,__NA__,99,2,3,2,1,48
152741794,6,6,4,4,4,6,5,5,6,4,1,2,8,8,8,2,2,2,2,1948,2,1,__NA__,1,3,__NA__,6,4,5,__NA__,2,1,2,1,2,__NA__,99,3,1,6,1,6
152745963,6,6,1,1,6,5,4,4,6,1,1,1,8,4,8,2,1,2,2,1986,2,1,__NA__,1,1,__NA__,4,5,2,__NA__,2,2,6,3,1,__NA__,2,3,3,6,2,53
152773755,3,2,6,2,6,6,4,2,5,3,2,2,8,2,2,2,1,2,1,1970,2,2,__NA__,1,1,__NA__,2,6,4,__NA__,2,2,5,1,11,__NA__,99,3,3,5,1,26
152792503,3,4,4,4,5,5,4,4,4,2,2,1,4,8,5,2,1,4,2,1957,2,1,__NA__,1,1,__NA__,3,1,1,__NA__,1,2,5,1,1,__NA__,5,2,1,10,1,51
152796709,5,3,4,4,5,4,5,4,4,2,2,2,4,1,4,1,3,2,2,1964,2,1,__NA__,1,2,__NA__,5,1,2,__NA__,1,1,3,3,11,__NA__,99,4,4,8,1,31
152799096,5,6,5,4,4,5,4,4,5,5,2,2,5,2,4,2,1,4,1,1991,2,2,__NA__,1,2,__NA__,3,5,2,__NA__,2,4,6,7,11,__NA__,99,5,4,1,2,12
152808861,5,6,6,6,6,6,6,4,6,2,1,1,4,2,5,2,1,4,2,1948,1,1,__NA__,1,1,__NA__,3,1,6,__NA__,2,4,6,8,1,__NA__,4,3,1,4,1,27
152879117,5,2,2,1,6,6,6,1,6,1,1,1,4,2,2,2,1,4,2,1962,2,2,__NA__,1,1,__NA__,6,1,1,__NA__,2,3,6,2,12,__NA__,99,2,1,9,1,41
152900421,6,3,6,6,6,6,6,1,6,1,2,1,4,2,5,2,1,4,2,1955,2,1,__NA__,1,1,__NA__,5,1,9,__NA__,2,4,5,7,11,__NA__,99,3,1,31,1,6
152937712,6,2,6,2,6,6,5,1,6,1,2,1,4,2,5,2,1,8,2,1988,2,1,__NA__,1,1,__NA__,3,5,7,__NA__,2,4,6,7,10,__NA__,99,1,1,2,1,55
153017275,6,4,6,1,6,6,4,1,6,1,1,2,5,2,5,3,2,1,2,1958,2,1,__NA__,1,2,__NA__,2,3,1,__NA__,2,1,2,1,1,__NA__,6,3,2,3,1,17
153028660,6,3,4,3,6,6,6,6,6,1,1,2,4,1,2,3,1,2,2,1954,2,1,__NA__,1,2,__NA__,2,5,5,__NA__,2,1,4,3,12,__NA__,1,2,1,4,1,36
153031031,5,5,5,4,6,6,6,4,4,3,2,1,1,2,5,3,2,2,8,1969,2,1,__NA__,1,2,__NA__,2,1,1,__NA__,2,2,5,3,2,__NA__,99,1,2,4,1,1
153056561,6,2,1,1,6,6,6,3,6,4,2,1,4,2,5,8,1,4,2,1954,1,1,__NA__,1,2,__NA__,2,5,5,__NA__,2,3,6,6,11,__NA__,99,3,1,1,1,34
153096242,5,5,5,2,5,6,4,2,6,3,2,2,4,5,2,2,2,2,2,1966,2,1,__NA__,1,1,__NA__,4,5,1,__NA__,2,2,4,3,1,__NA__,4,2,3,5,1,39
153104183,6,1,6,4,6,6,6,4,4,4,2,1,4,2,4,2,1,1,2,1980,1,1,__NA__,1,1,__NA__,3,6,1,__NA__,2,4,6,6,11,__NA__,9,2,1,4,1,16
153106948,6,6,1,1,6,6,6,1,6,2,2,1,4,2,5,2,2,2,1,1942,2,1,__NA__,1,1,__NA__,2,1,5,__NA__,1,1,2,1,3,__NA__,99,4,1,4,1,12
153148824,6,6,5,6,6,6,5,5,6,2,2,1,4,2,4,2,1,4,1,1962,1,2,__NA__,1,1,__NA__,5,5,1, ,2,4,6,7,10,__NA__,99,3,1,14,1,53
153152369,4,6,6,6,4,6,6,6,6,6,2,2,4,2,1,3,3,1,1,1961,1,1,__NA__,1,2,__NA__,3,1,5,__NA__,1,1,2,1,1,__NA__,1,4,1,97,1,1
153156720,6,3,4,1,6,6,6,2,6,1,2,2,4,2,5,3,1,4,2,1966,2,1,__NA__,1,2,__NA__,4,2,1,__NA__,2,1,3,1,1,__NA__,90,2,2,8,1,48
153161175,5,5,5,1,6,5,6,4,6,4,2,1,4,2,5,2,2,4,2,1956,1,1,__NA__,1,2,__NA__,5,3,6,__NA__,1,1,2,1,1,__NA__,2,2,1,1,1,37
153168586,6,5,8,1,6,6,5,6,6,1,2,1,4,2,8,2,1,4,2,1926,2,1,__NA__,1,1,__NA__,2,3,5,__NA__,2,2,5,1,2,__NA__,99,2,1,3,1,55
153176201,6,1,6,6,6,6,6,4,6,6,2,1,4,2,5,2,1,4,2,1946,1,1,__NA__,1,1,__NA__,2,1,5,__NA__,2,4,6,7,9,__NA__,90,2,1,7,1,47
153188234,6,1,1,6,6,6,3,1,5,4,2,1,2,2,5,2,1,4,2,1973,1,1,__NA__,1,1,__NA__,6,1,1,__NA__,2,4,6,7,10,__NA__,99,1,2,8,1,6
153193935,6,1,6,6,6,6,6,3,6,5,2,1,4,2,5,2,1,2,2,1955,1,1,__NA__,1,1,__NA__,6,1,1,__NA__,2,4,6,5,9,__NA__,99,1,2,9,1,4
153198067,6,5,4,3,5,6,6,4,5,1,2,1,4,2,5,1,2,4,1,1962,2,1,__NA__,1,3,__NA__,3,5,6,__NA__,2,1,5,1,11,__NA__,2,2,2,2,1,4
153200152,5,1,4,2,6,6,4,3,6,3,2,1,4,2,5,2,1,4,2,1960,2,1,__NA__,1,1,__NA__,6,3,2,__NA__,2,4,6,2,11,__NA__,99,1,1,5,1,50
153222561,6,6,6,6,6,6,1,3,6,1,3,3,4,5,5,2,2,2,1,1954,2,1,__NA__,1,2,__NA__,2,1,5,__NA__,2,1,6,1,1,__NA__,1,3,1,12,1,36
153228590,6,5,6,3,6,6,3,4,5,3,2,1,2,2,5,2,1,4,2,1955,1,1,__NA__,1,1,__NA__,2,1,9,__NA__,2,3,6,2,1,__NA__,90,2,1,9,1,42
153231253,6,6,6,6,6,6,6,3,6,6,2,2,4,1,5,3,1,1,1,1967,1,1,__NA__,1,2,__NA__,4,6,5,__NA__,2,1,3,1,1,Baltist,10,2,1,5,1,37
153233101,6,6,6,6,6,6,3,6,5,3,2,1,4,2,5,2,1,1,2,1945,1,1,__NA__,1,1,__NA__,2,3,5,__NA__,2,2,5,5,2,__NA__,99,2,1,1,1,42
153237246,1,1,5,1,5,5,4,1,3,1,2,2,8,1,8,1,2,2,2,1959,2,1,__NA__,1,2,__NA__,2,3,98, ,1,1,1,8,1, ,1,6,3,2,1,12
153243502,6,3,4,3,4,6,4,4,4,2,2,1,4,2,2,2,3,2,2,1954,2,2,__NA__,1,1,__NA__,6,6,6,__NA__,2,3,4,3,11,__NA__,3,3,2,8,1,28
153245761,6,5,2,5,6,6,5,5,6,1,2,1,4,5,5,2,1,8,2,1938,2,1,__NA__,1,1,__NA__,2,3,5,__NA__,2,1,4,1,2,__NA__,99,3,1,2,1,17
153250312,4,4,4,1,4,4,4,4,4,4,1,1,3,8,1,1,2,2,1,1987,2,1,__NA__,1,6,__NA__,3,1,2,__NA__,2,1,2,1,1,__NA__,1,3,1,3,1,13
153251724,6,8,6,5,6,6,5,1,5,1,2,1,4,2,5,2,1,2,2,1965,2,1,__NA__,1,1,__NA__,2,2,7,__NA__,2,4,6,5,11,__NA__,1,2,1,97,1,29
153261794,6,1,4,5,6,6,4,3,6,3,2,1,4,2,4,2,2,4,2,1948,2,1,__NA__,1,1,__NA__,3,1,4,__NA__,2,2,4,2,2,__NA__,99,2,1,97,1,36
153263766,6,1,5,5,6,6,5,2,6,1,2,1,4,2,5,2,1,4,2,1989,2,1,__NA__,1,8,__NA__,5,6,4,__NA__,2,4,6,7,10,__NA__,99,1,1,15,1,6
153274576,3,4,5,4,6,6,4,3,5,6,2,1,4,2,5,2,1,4,2,1953,1,1,__NA__,1,1,__NA__,4,1,5, ,2,4,6,7,10, ,99,2,1,8,1,28
153279614,6,1,4,4,6,6,6,3,6,2,2,1,4,2,5,2,2,2,2,1939,1,1,__NA__,1,1,__NA__,1,5,5,__NA__,1,2,2,2,1,__NA__,90,2,1,3,1,34
153281306,6,2,6,5,6,6,6,4,6,4,2,1,4,2,5,2,1,2,2,1961,2,1,__NA__,1,1,__NA__,6,1,1,__NA__,2,1,3,3,1,__NA__,4,1,1,15,1,27
153281619,6,6,6,4,6,6,6,5,6,6,2,1,4,2,4,1,1,4,1,1940,2,1,__NA__,1,1,__NA__,6,4,2,__NA__,1,1,4,1,1,__NA__,7,3,1,4,1,30
153282604,6,1,5,4,6,6,5,4,6,1,2,1,4,2,5,2,1,4,2,1951,1,1,__NA__,1,1,__NA__,3,1,1,__NA__,2,4,6,7,5,__NA__,99,1,1,10,1,6
153282658,6,3,5,5,6,6,5,5,6,2,2,1,4,2,5,2,1,4,2,1948,2,1,__NA__,1,1,__NA__,3,3,1,__NA__,2,2,4,2,2,__NA__,99,3,1,8,1,42
153283263,6,6,2,1,6,6,6,6,6,1,1,1,4,2,5,2,1,1,2,1952,2,1,__NA__,1,1,__NA__,5,1,4,__NA__,2,1,2,2,2,__NA__,99,3,2,8,1,39
153283269,4,6,4,2,6,6,4,6,6,2,2,1,4,2,5,2,1,2,2,1963,1,1,__NA__,1,1,__NA__,3,5,4,__NA__,2,1,2,8,1,__NA__,5,3,1,97,1,26
153284916,6,3,3,4,6,6,5,5,6,3,2,1,4,2,8,2,1,2,2,1943,2,1,__NA__,1,1,__NA__,2,3,5,__NA__,2,2,5,3,1,__NA__,2,2,1,3,1,12
153286360,5,6,6,1,6,6,3,6,4,5,1,2,8,2,8,2,3,2,1,1949,2,1,__NA__,1,2,__NA__,3,5,2,__NA__,2,1,4,2,1,__NA__,1,5,2,1,1,37
153296304,6,1,6,5,6,6,3,1,6,1,2,1,4,2,5,2,1,2,2,1938,2,1,__NA__,1,1,__NA__,2,1,5,__NA__,2,4,6,7,12,__NA__,99,2,1,97,1,36
153296820,5,6,6,1,4,6,6,3,4,5,2,2,4,2,8,2,1,1,2,1949,1,2,__NA__,1,1,__NA__,2,1,2,__NA__,1,3,5,1,1,__NA__,3,3,2,6,1,30
153298527,6,6,6,5,6,6,4,5,6,4,2,1,4,2,5,2,1,2,2,1952,1,1,__NA__,1,1,__NA__,2,3,1,__NA__,2,4,6,7,12,__NA__,2,1,1,7,1,29
153298549,6,1,5,3,6,6,2,1,6,6,2,1,4,2,5,2,1,4,2,1940,2,1,__NA__,1,1,__NA__,3,4,5,__NA__,2,3,5,3,1,__NA__,90,2,1,2,1,25
153303062,5,1,6,4,6,6,4,1,6,1,2,1,4,2,5,2,1,4,2,1969,2,1,__NA__,1,1,__NA__,3,1,2,__NA__,2,4,6,7,9,__NA__,99,1,1,10,1,41
153303201,6,1,6,6,8,6,6,6,6,5,1,2,4,2,4,2,1,1,2,1952,2,1,__NA__,1,1,__NA__,3,3,6,__NA__,1,1,5,1,1,__NA__,3,3,1,1,1,26
153305433,6,2,6,5,6,6,6,3,6,3,2,1,4,2,5,2,1,8,2,1954,1,1,__NA__,1,2,__NA__,3,1,3,__NA__,1,1,5,1,1,__NA__,1,3,2,11,1,47
153305664,5,4,6,6,6,6,3,4,4,3,2,1,5,4,4,2,2,4,2,1958,2,1,__NA__,1,1,__NA__,3,3,1,__NA__,2,4,6,6,11,__NA__,99,3,2,2,1,22
153305783,6,1,6,6,6,6,4,2,6,1,2,1,4,2,5,3,1,2,2,1956,1,1,__NA__,1,1,__NA__,2,1,1,__NA__,2,2,5,1,7, ,99,1,1,11,1,6
153308938,6,5,6,2,6,6,6,5,5,1,2,1,4,2,1,2,1,2,2,1952,2,1,__NA__,1,2,__NA__,3,3,5,__NA__,1,1,2,1,1,__NA__,1,2,1,97,1,13
153314294,5,5,4,4,4,4,4,5,4,4,1,1,4,5,4,1,1,2,3,1955,1,1,__NA__,1,2,__NA__,3,3,1,__NA__,1,1,2,1,1,__NA__,1,3,2,4,1,29
153340140,2,6,4,1,4,5,5,2,5,3,2,2,1,2,2,2,2,4,2,1980,2,2,__NA__,1,3,__NA__,4,1,8,__NA__,2,2,5,1,11,__NA__,99,3,3,3,1,48
153340448,6,5,6,6,6,6,6,6,6,1,2,1,4,2,5,2,2,4,2,1957,1,1,__NA__,1,3,__NA__,4,6,6,__NA__,2,3,6,4,11,__NA__,99,2,1,7,1,36
153348036,6,5,5,3,6,6,5,3,6,6,2,1,4,2,5,3,1,4,2,1951,2,1,__NA__,1,2,__NA__,5,5,6,__NA__,2,1,2,1,1,__NA__,5,3,1,4,1,17
153376549,6,5,1,1,5,6,5,2,1,4,1,2,2,2,2,2,3,2,1,1954,2,1,__NA__,1,3,__NA__,5,3,5,__NA__,2,1,2,1,1,__NA__,1,5,2,2,1,12
153396366,5,3,4,4,6,6,5,3,6,5,2,1,4,2,8,2,1,4,2,1947,1,1,__NA__,1,3,__NA__,3,1,5,__NA__,2,3,6,4,11,__NA__,99,2,1,11,1,48
153419191,6,6,6,6,6,4,5,6,6,4,3,3,8,8,8,1,8,1,8,1951,2,1,__NA__,1,2,__NA__,2,4,7,__NA__,2,2,6,1,12,__NA__,2,4,3,4,2,37
153429099,6,5,1,1,6,6,5,4,5,5,2,2,4,8,5,3,1,2,8,1951,2,1,__NA__,1,2,__NA__,2,5,4,__NA__,2,1,1,1,12,__NA__,3,6,2,3,1,36
153451517,6,6,1,1,6,6,6,3,5,1,1,1,4,2,2,3,1,4,2,1952,2,1,__NA__,1,2,__NA__,2,3,5,__NA__,2,1,5,1,11,__NA__,99,3,2,97,1,48
153461592,6,6,6,4,6,4,5,6,6,1,2,1,4,1,2,2,2,1,1,1985,2,1,__NA__,1,2,__NA__,2,5,4,__NA__,2,1,2,1,1,__NA__,1,3,3,2,1,47
153462144,5,1,1,1,5,4,5,4,4,4,2,2,8,8,8,2,3,2,3,1953,2,2,__NA__,1,2,__NA__,2,4,4,__NA__,1,1,2,1,1,__NA__,10,4,2,3,1,18
152016413,1,5,6,5,3,6,1,2,4,2,2,2,4,2,2,2,1,2,2,1960,1,3,__NA__,5,1,__NA__,3,4,6,__NA__,2,2,5,1,3,__NA__,99,6,1,2,3,49
152088607,1,6,1,1,5,6,4,5,6,6,1,1,4,2,5,2,2,2,1,1946,2,5,__NA__,5,1,__NA__,4,3,5,__NA__,1,2,7,3,11,__NA__,4,6,2,2,1,27
152102725,4,4,2,1,3,6,4,4,4,3,3,3,8,8,8,1,3,2,8,1944,2,4,__NA__,5,1,__NA__,2,1,5,__NA__,2,1,6,1,2,__NA__,99,6,3,97,1,18
152133074,2,6,6,4,1,4,4,1,4,1,1,3,5,4,2,2,3,2,3,1955,2,4,__NA__,5,1,__NA__,2,1,1,__NA__,2,3,6,6,2,__NA__,99,2,3,6,2,12
152243671,6,5,4,1,4,6,4,5,5,1,3,8,8,2,8,8,8,1,3,1958,2,,__NA__,5,1,__NA__,2,1,7,__NA__,2,1,7,3,11,__NA__,99,6,3,5,2,47
152282657,5,6,3,2,1,5,4,5,4,2,2,2,1,1,2,2,2,4,3,1946,2,,__NA__,5,1,__NA__,2,4,5,__NA__,2,3,4,2,1,__NA__,7,6,4,4,1,1
152303927,5,1,5,4,5,6,5,3,5,1,1,3,1,1,5,2,3,2,3,1981,2,,__NA__,5,1,__NA__,4,2,4,__NA__,2,2,2,2,1,__NA__,2,6,7,2,3,36
152305275,1,4,5,2,1,6,4,2,2,1,3,2,2,4,1,1,3,1,3,1988,2,4,__NA__,5,1,__NA__,4,5,8,__NA__,2,1,5,4,1,__NA__,2,3,4,2,2,12
152339095,3,4,6,1,4,3,5,2,8,1,2,1,2,1,4,2,2,1,2,1985,2,3,__NA__,5,2,__NA__,2,5,1,__NA__,2,4,6,8,11,__NA__,99,2,4,6,2,17
152356636,2,5,1,1,4,4,4,4,4,1,2,2,4,2,5,1,1,4,1,1986,2,,__NA__,5,1,__NA__,2,1,7,__NA__,2,1,5,1,11,__NA__,1,6,3,6,1,22
152582229,5,5,1,1,5,4,3,4,4,2,3,3,1,5,2,2,2,2,3,1987,2,,__NA__,5,1,__NA__,3,6,1,__NA__,2,3,6,7,11,__NA__,1,6,7,3,1,23
152648753,1,3,6,5,6,6,3,1,6,1,1,2,5,2,4,2,1,4,2,1984,2,3,__NA__,5,1,__NA__,5,5,1,__NA__,2,3,6,5,5,__NA__,99,2,1,9,1,36
152665264,5,6,6,5,5,6,3,3,3,3,1,2,2,4,2,2,2,2,3,1969,2,3,__NA__,5,1,__NA__,3,6,1,__NA__,2,4,5,7,5,__NA__,99,2,3,5,1,6
153219038,6,6,1,1,5,6,3,5,5,2,2,1,4,2,2,1,1,1,2,1968,2,,__NA__,5,1,__NA__,2,1,7,__NA__,2,2,6,1,11,__NA__,99,6,4,4,3,18
153284382,6,4,1,1,4,6,3,1,6,1,1,3,1,2,4,2,1,4,1,1992,2,4,__NA__,5,3,__NA__,3,5,8,__NA__,2,1,3,1,1,__NA__,12,6,4,2,2,6
153284953,5,5,4,3,2,5,1,5,5,2,1,2,1,4,5,1,1,4,2,1946,2,5,__NA__,5,1,__NA__,6,1,5,__NA__,2,1,1,1,1,__NA__,7,3,2,9,1,12
153289436,3,6,6,5,6,6,2,3,5,3,1,2,4,1,5,2,2,1,1,1956,1,4,__NA__,5,1,__NA__,2,5,4,__NA__,2,4,6,7,11,__NA__,99,4,4,3,2,25
151606627,5,2,6,6,6,6,4,3,4,3,2,2,4,1,2,2,1,1,2,1979,2,3,__NA__,3,1,__NA__,5,5,1,__NA__,2,4,6,7,10,__NA__,99,1,2,5,1,25
151807701,4,5,4,5,6,6,6,5,6,1,2,1,4,1,5,2,1,2,2,1947,1,3,__NA__,3,7,human,5,1,1, ,2,4,6,7,11, ,99,3,1,11,1,12
151877866,6,6,5,2,6,6,5,2,5,4,2,2,4,1,2,2,1,2,3,1957,2,3,__NA__,3,1,__NA__,6,5,4,__NA__,2,1,2,1,2,__NA__,99,3,1,5,1,17
151901635,3,6,1,1,6,4,6,2,5,4,3,3,4,2,1,3,3,2,3,1957,2,4,__NA__,3,1,__NA__,3,3,9,__NA__,2,2,6,1,12,__NA__,99,3,4,1,1,27
151918491,3,6,4,4,5,6,3,5,4,6,2,1,4,2,5,2,1,4,2,1942,1,5,__NA__,3,1,__NA__,6,1,5,__NA__,2,4,6,7,10,__NA__,99,3,1,10,1,51
151950786,4,1,6,6,5,6,2,5,6,1,2,1,4,2,5,2,1,4,2,1963,1,3,__NA__,3,1,__NA__,5,1,1,__NA__,2,4,6,7,9,__NA__,99,3,1,9,1,39
152003184,1,1,6,5,1,1,1,5,4,1,1,2,4,2,5,2,1,4,3,1971,1,4,__NA__,4,3,__NA__,3,5,1,__NA__,2,2,3,5,3,__NA__,99,3,3,4,2,4
152009058,6,1,6,6,6,6,5,4,6,5,2,1,4,1,2,2,1,4,2,1933,2,3,__NA__,3,1,__NA__,6,1,9,__NA__,2,3,6,7,10,__NA__,99,3,2,5,1,27
152088908,6,6,6,1,6,6,6,1,6,1,3,1,5,3,2,3,1,2,3,1964,2,4,__NA__,3,1,__NA__,2,3,1,__NA__,2,3,6,7,11,__NA__,99,3,2,5,1,53
152093882,6,1,6,6,6,5,5,5,5,3,1,1,4,2,4,2,1,4,2,1926,1,,__NA__,3,1,__NA__,6,4,5,__NA__,1,1,6,1,1,__NA__,4,4,2,9,1,53
152176072,6,2,6,4,6,6,4,1,6,5,2,1,4,2,5,2,1,4,2,1943,2,3,__NA__,3,1,__NA__,2,1,5,__NA__,2,4,6,8,11,__NA__,99,2,1,6,1,12
152183972,6,5,1,1,5,6,4,2,4,1,1,2,4,2,5,2,3,4,2,1971,2,3,__NA__,3,1,__NA__,5,1,6,__NA__,2,2,3,3,1,__NA__,7,2,2,8,1,23
152187505,6,1,5,4,6,6,6,3,5,1,3,3,2,1,2,1,1,4,2,1955,2,3,__NA__,3,1,__NA__,3,1,2,__NA__,2,1,2,1,2,__NA__,99,2,1,97,1,25
152190793,4,1,4,4,3,1,3,3,3,1,2,1,4,2,5,2,2,2,3,1977,1,4,__NA__,3,1,__NA__,5,6,2,__NA__,2,3,6,6,1,__NA__,2,3,2,97,1,46
152193845,1,1,6,6,1,1,1,4,2,1,2,1,4,2,5,2,1,4,2,1975,1,4,__NA__,3,1,__NA__,2,5,1,__NA__,2,4,6,7,10,__NA__,99,3,1,6,1,33
152214499,1,6,6,1,1,5,3,4,4,1,1,1,4,1,5,2,3,2,8,1948,2,5,__NA__,3,1,__NA__,3,1,5, ,1,1,4,2,1, ,6,5,2,5,1,12
152232265,4,2,6,6,6,6,5,1,5,6,2,1,4,2,5,3,8,4,2,1949,2,3,__NA__,3,2,__NA__,4,4,2,__NA__,2,3,4,3,11,__NA__,3,3,1,5,1,6
152233974,2,5,4,6,1,6,1,2,3,1,2,2,4,2,5,2,1,3,2,1963,2,4,__NA__,3,1,__NA__,5,1,7,__NA__,2,1,3,5,12,__NA__,99,3,1,4,1,42
152242890,1,6,6,4,5,6,3,4,5,6,3,2,2,5,4,3,3,2,2,1949,1,4,__NA__,3,1,__NA__,1,5,6,__NA__,2,3,5,6,11,__NA__,99,2,3,2,2,55
152242901,2,6,6,4,2,2,2,5,4,1,2,1,4,8,5,2,1,1,2,1973,1,4,__NA__,4,1,__NA__,2,2,4,__NA__,2,3,5,5,12,__NA__,99,3,1,3,2,39
152243591,6,3,6,3,2,1,2,3,6,6,2,2,4,1,2,2,3,1,3,1948,1,4,__NA__,3,1,__NA__,3,3,6,__NA__,2,2,4,3,2,__NA__,99,6,2,2,2,19
152249230,6,6,6,6,4,6,1,5,6,1,2,1,1,1,2,2,2,4,2,1975,1,4,__NA__,3,1, ,3,1,1, ,2,2,6,1,12,Non-denominational Christian,99,3,2,5,1,18
152252499,5,6,1,1,5,5,1,3,2,1,3,3,1,2,3,2,3,3,3,1955,2,4,__NA__,4,1,__NA__,2,3,9,__NA__,2,4,5,7,11,__NA__,6,6,4,97,2,38
152252731,6,6,1,1,3,6,6,6,3,1,3,3,1,4,2,1,1,4,3,1970,2,4,__NA__,3,1,__NA__,2,3,1,__NA__,2,4,6,2,11,__NA__,99,5,3,3,2,55
152253543,2,5,4,3,3,6,3,4,2,2,1,2,2,1,4,2,3,4,3,1969,2,4,__NA__,3,3,__NA__,5,3,2,__NA__,1,1,1,1,11,__NA__,3,3,3,1,1,30
152264125,3,4,1,1,1,1,1,5,6,5,2,2,2,1,4,2,3,2,2,1961,1,4,__NA__,3,1,__NA__,2,5,4,__NA__,1,1,5,2,11,__NA__,99,3,4,97,1,51
152271635,4,5,6,6,5,6,3,4,5,1,2,1,4,2,4,2,1,2,2,1962,1,3,__NA__,3,1,__NA__,2,1,2,__NA__,2,3,5,6,11,__NA__,99,3,2,7,2,9
152277007,6,3,3,3,6,6,6,2,6,2,2,1,8,8,8,1,3,2,2,1990,2,3,__NA__,3,1,__NA__,4,5,4,__NA__,2,4,6,7,10,__NA__,99,1,3,5,2,53
152313634,6,1,6,2,5,6,3,1,5,1,2,1,4,2,5,3,1,4,2,1944,2,3,__NA__,3,1,__NA__,5,5,5,__NA__,2,1,2,1,2,__NA__,99,2,2,5,1,55
152317258,2,6,6,1,3,5,4,2,4,3,2,1,8,8,8,1,3,1,3,1960,1,4,__NA__,3,1,__NA__,1,1,1,__NA__,2,4,6,7,9,__NA__,99,2,3,4,2,36
152339300,5,6,5,5,5,6,1,4,4,6,2,8,8,8,8,2,1,8,3,1945,2,4,__NA__,3,1,__NA__,2,1,5,__NA__,2,2,7,1,11,__NA__,3,6,4,3,1,26
152361152,4,4,1,5,6,6,4,1,6,6,2,1,4,2,5,3,1,4,2,1941,1,3,__NA__,3,1,__NA__,1,1,5,__NA__,2,4,6,7,9,__NA__,99,3,1,7,1,41
152362397,5,5,6,5,5,6,4,2,5,1,2,1,4,2,5,1,2,1,2,1958,1,3,__NA__,3,4,__NA__,5,5,1,__NA__,2,4,6,7,9,__NA__,99,2,2,97,1,25
152366136,1,4,6,5,1,5,3,5,5,1,1,1,2,5,2,2,3,2,2,1948,2,4,__NA__,3,1,__NA__,2,3,5,__NA__,1,2,6,3,11,__NA__,99,2,2,1,1,48
152368019,2,1,3,2,2,5,3,4,4,3,2,1,1,4,5,2,1,1,2,1944,2,4,__NA__,3,1,__NA__,5,3,5,__NA__,1,1,1,1,1,__NA__,6,4,3,2,1,25
152368455,1,5,4,1,1,1,4,6,1,4,2,1,1,2,5,2,1,4,2,1956,1,5,__NA__,3,1,__NA__,3,1,5,__NA__,1,1,3,2,1,__NA__,3,4,1,3,1,29
152369847,6,6,2,4,6,6,1,5,6,1,8,1,4,2,8,8,2,4,2,1952,2,3,__NA__,3,1,__NA__,3,1,6,__NA__,1,1,6,2,2,__NA__,99,3,2,97,1,25
152369848,2,6,2,1,1,6,4,1,6,4,2,1,4,2,5,2,1,1,3,1951,2,4,__NA__,3,6,__NA__,4,1,2,__NA__,1,3,5,1,11,__NA__,99,3,2,4,1,48
152369907,6,5,5,6,6,4,5,5,6,1,2,1,4,2,5,2,1,2,2,1963,1,3,__NA__,3,3,__NA__,6,1,1,__NA__,2,2,2,2,2,__NA__,99,3,1,11,1,34
152397492,3,1,4,3,4,3,5,4,4,4,1,1,3,3,8,1,1,4,1,1960,2,4,__NA__,3,5,__NA__,2,1,5,__NA__,1,2,5,2,1,__NA__,3,4,3,6,1,39
152399389,6,4,6,6,5,6,5,3,6,5,2,1,4,2,5,2,1,4,2,1960,1,3,__NA__,3,1,__NA__,5,1,1,__NA__,2,3,5,6,11,__NA__,99,3,1,7,1,36
